name,type,confidence,source,timestamp
Un Peu D'Inconnu,ORGANIZATION,0.85,unknown,
Verrouille Il Verrouille La La,PERSON,0.85,unknown,
Vez En Mi Vida,PERSON,0.85,unknown,
Villa 96,ORGANIZATION,0.85,unknown,
Votre Droit Le,PERSON,0.85,unknown,
Witam,LOCATION,0.85,unknown,
Y ya al llegar,PERSON,0.85,unknown,
Ya como,PERSON,0.85,unknown,
Ya De Regreso,PERSON,0.85,unknown,
Ya Estamos,PERSON,0.85,unknown,
Zéro,ORGANIZATION,0.85,unknown,
או ביקור,PERSON,0.85,unknown,
אחת מבעלות,PERSON,0.85,unknown,
אני בדקתי האם האם המערכת הישראלית,PERSON,0.85,unknown,
אני יודע,PERSON,0.85,unknown,
בגדול איך שהיא,ORGANIZATION,0.85,unknown,
במוסד והגעתי,PERSON,0.85,unknown,
בתור מטבע דיפלומטי,PERSON,0.85,unknown,
בתור משהו,PERSON,0.85,unknown,
גדול לשירות,PERSON,0.85,unknown,
הונגריה שתחת,PERSON,0.85,unknown,
המדינה הפכה,PERSON,0.85,unknown,
הממשלה,ORGANIZATION,0.85,unknown,
הפעלת,DATE,0.85,unknown,
הפרמטר המרכזי הוא שמידת האמון,ORGANIZATION,0.85,unknown,
הקורלציה,ORGANIZATION,0.85,unknown,
ואפילו מאוד מאוד,PERSON,0.85,unknown,
והם,ORGANIZATION,0.85,unknown,
וואי,LOCATION,0.85,unknown,
וואי וואי,PERSON,0.85,unknown,
וכשאני אומר,PERSON,0.85,unknown,
ומצאנו,ORGANIZATION,0.85,unknown,
זה עשיתי,PERSON,0.85,unknown,
חדש,PERSON,0.85,unknown,
חושב שעשו,PERSON,0.85,unknown,
יש לזה אפילו מינוח,PERSON,0.85,unknown,
כמה כמה שיפורים,PRODUCT,0.85,unknown,
כרגע אני,PERSON,0.85,unknown,
לביקור,EVENT,0.85,unknown,
לזה דיפלומטית,LOCATION,0.85,unknown,
לחברי הפרלמנט הצרפתיים,PERSON,0.85,unknown,
לכליים,ORGANIZATION,0.85,unknown,
לפגסוס עבור,PERSON,0.85,unknown,
משהו וככה,PERSON,0.85,unknown,
פורמלי גם הפגישות האלה נעשות,PERSON,0.85,unknown,
צריך,LOCATION,0.85,unknown,
שאי אפשר,PRODUCT,0.85,unknown,
שתעשה,CARDINAL,0.85,unknown,
תגיד,ORGANIZATION,0.85,unknown,
תמונות,LOCATION,0.85,unknown,
תפרוץ את זה,PERSON,0.85,unknown,
תת ועדה בתוך,PERSON,0.85,unknown,
Pegasus,WEAPON,0.8492404421170553,unknown,
Morocco,LOCATION,0.8470079819361369,unknown,
Gobierno Del Estado,ORGANIZATION,0.8356865048408508,unknown,
Poland,LOCATION,0.8355789661407471,unknown,
México,LOCATION,0.8351535797119141,unknown,
Spain,LOCATION,0.834987211227417,unknown,
Algérie,LOCATION,0.8349729776382446,unknown,
Paul,PERSON,0.8347139239311219,unknown,
ישראל,LOCATION,0.8346210420131683,unknown,
the 3rd of August 2020,DATE,0.8333659946918488,unknown,
Ministre Qui N'Est,PERSON,0.8332483609517416,unknown,
February 2018,DATE,0.8315439403057099,unknown,
Polsce,LOCATION,0.830189049243927,unknown,
Polish Watergate,EVENT,0.8299625396728516,unknown,
Over A Billion Dollars,MONEY,0.8295220911502839,unknown,
Indian special forces,MILITARY_UNIT,0.8282006978988647,unknown,
Philippe,PERSON,0.8227776467800141,unknown,
Amazon Prime Video,CHANNEL,0.8170577883720398,unknown,
des services de l'État,ORGANIZATION,0.812720509370168,unknown,
Forbidden Stories,ORGANIZATION,0.8117524703343709,unknown,
Europe,LOCATION,0.8078140795230866,unknown,
Israeli Defense Ministry,ORGANIZATION,0.8038722157478333,unknown,
July 18th,DATE,0.8034822861353557,unknown,
Tierra Caliente,LOCATION,0.802976131439209,unknown,
Villa 96,LOCATION,0.8002550005912781,unknown,
Mr. Chairman,PERSON,0.7980591654777527,unknown,
Mexico,LOCATION,0.7974013268947602,unknown,
Forbidden Films,PERSON,0.7945581714312236,unknown,
Policía,ORGANIZATION,0.7859377264976501,unknown,
Ancien Ministre,PERSON,0.7854045629501343,unknown,
שמדינת ישראל רצתה להתקרב אליהם,ORGANIZATION,0.7833404660224915,unknown,
Military Weapons,WEAPON,0.7779793938000997,unknown,
Monsieur le Président de la République,ORGANIZATION,0.7752684791882833,unknown,
Même De Ce Matin,PERSON,0.7725591778755189,unknown,
国家元首,PERSON,0.7659685015678406,unknown,
WhatsApp,ORGANIZATION,0.7639981985092164,unknown,
Phones,PRODUCT,0.761322408914566,unknown,
Palestinians,ORGANIZATION,0.7608688473701477,unknown,
Crise Politique,EVENT,0.7595829963684082,unknown,
Reporters,PERSON,0.7574469447135925,unknown,
Committee of Inquiry,ORGANIZATION,0.7536541998386384,unknown,
Product,PRODUCT,0.7531130313873291,unknown,
They,PERSON,0.7525729338328043,unknown,
בכירים ב-,PERSON,0.7497748017311097,unknown,
Jet Skis,PRODUCT,0.7484002113342285,unknown,
State,ORGANIZATION,0.7471470236778259,unknown,
Person,PERSON,0.7469324171543121,unknown,
lista de celulares de la utilización de Pegasus,ORGANIZATION,0.7424390983581544,unknown,
Money,MONEY,0.7413212060928345,unknown,
42 Minutes,TIME,0.7411956071853638,unknown,
להחרים את מרטין לוקהיד מרטין,ORGANIZATION,0.7400371154149373,unknown,
Journalistes,PERSON,0.7373971462249755,unknown,
Monsieur le Président de la République,PERSON,0.7353197773297628,unknown,
Pues,PERSON,0.7346012592315674,unknown,
Violencia,CONFLICT,0.73036128282547,unknown,
Pegasus software,SOFTWARE,0.7295679599046707,unknown,
Eight days,DATE,0.7235603511333466,unknown,
F-35,WEAPON,0.7231135368347168,unknown,
Yacht,PRODUCT,0.7228136658668518,unknown,
Princess,PERSON,0.7223877310752869,unknown,
We,PERSON,0.7223603049914042,unknown,
Apple,ORGANIZATION,0.7211800396442414,unknown,
Regulations,WEAPON,0.7196336984634399,unknown,
World,LOCATION,0.7175303101539612,unknown,
Autoridades,ORGANIZATION,0.7148373126983643,unknown,
Technology,TECHNOLOGY,0.7109591960906982,unknown,
Gouvernement,ORGANIZATION,0.7088078856468201,unknown,
Sms,PROTOCOL,0.707866370677948,unknown,
Computers,PRODUCT,0.7051821351051331,unknown,
Operation,OPERATION,0.7017850875854492,unknown,
Pegasus,PRODUCT,0.95,unknown,
Activists,PERSON,0.95,unknown,
Nso,SOFTWARE,0.95,unknown,
Forbidden Films,ORGANIZATION,0.95,unknown,
Spyware,PRODUCT,0.95,unknown,
Pegasus,DISEASE,0.95,unknown,
Investigation,EVENT,0.95,unknown,
Pegasus,TECHNOLOGY,0.95,unknown,
People,PERSON,0.95,unknown,
