name,type,confidence,source,timestamp
Aliyevs,PERSON,0.85,unknown,
Amazon Prime Video,ORGANIZATION,0.85,unknown,
Android,ORGANIZATION,0.85,unknown,
Androids,PERSON,0.85,unknown,
Aristegui Noticias,PERSON,0.85,unknown,
Azerbaijani,PERSON,0.85,unknown,
Bueno,PERSON,0.85,unknown,
Casa,ORGANIZATION,0.85,unknown,
Como Presidente,LOCATION,0.85,unknown,
Covid,PERSON,0.85,unknown,
Crown,PRODUCT,0.85,unknown,
Cuando,ORGANIZATION,0.85,unknown,
De acuerdo,ORGANIZATION,0.85,unknown,
De Carácter,PERSON,0.85,unknown,
De Edad,PERSON,0.85,unknown,
de la ciudad de México,PERSON,0.85,unknown,
De Shouji,ORGANIZATION,0.85,unknown,
De Tu Visa,PERSON,0.85,unknown,
Del Lado Derecho,FACILITY,0.85,unknown,
Digamos,PERSON,0.85,unknown,
Diplomáticos,LOCATION,0.85,unknown,
Durante los años que fui espiada,ORGANIZATION,0.85,unknown,
El Conocimiento De Que,ORGANIZATION,0.85,unknown,
El El,ORGANIZATION,0.85,unknown,
El Equipo,ORGANIZATION,0.85,unknown,
El Mensaje,ORGANIZATION,0.85,unknown,
El Número,PERSON,0.85,unknown,
El Presidente,LOCATION,0.85,unknown,
El procedimiento,ORGANIZATION,0.85,unknown,
El Software,LOCATION,0.85,unknown,
El Teléfono De Mi,ORGANIZATION,0.85,unknown,
Emilio,PRODUCT,0.85,unknown,
Encinas,LOCATION,0.85,unknown,
Es mi hermana,PERSON,0.85,unknown,
First,ORDINAL,0.85,unknown,
Four Days,DATE,0.85,unknown,
Fuera de la vigencia,PERSON,0.85,unknown,
Global Spyware Scandal,ORGANIZATION,0.85,unknown,
Global Spyware Scandal exposing Pegasus,WORK_OF_ART,0.85,unknown,
Había Que Saber,PERSON,0.85,unknown,
Hacer lo que,PERSON,0.85,unknown,
Hanan,LOCATION,0.85,unknown,
Hatice,ORGANIZATION,0.85,unknown,
Il va se faire,PERSON,0.85,unknown,
iPhones,ORGANIZATION,0.85,unknown,
Iran,LOCATION,0.85,unknown,
Islamic,GROUP,0.85,unknown,
Jamal,LOCATION,0.85,unknown,
Jamal,GROUP,0.85,unknown,
Khashoggi,LOCATION,0.85,unknown,
La Cadena De Televisión,ORGANIZATION,0.85,unknown,
La Cocina,ORGANIZATION,0.85,unknown,
La Geolocalización,PERSON,0.85,unknown,
La Productora De Mi,ORGANIZATION,0.85,unknown,
Las Cámaras,LOCATION,0.85,unknown,
Lo Cruzamos,PERSON,0.85,unknown,
Lo que lo que podemos,PERSON,0.85,unknown,
Los Ingresos,LOCATION,0.85,unknown,
Los Números De Mi Directorio,LOCATION,0.85,unknown,
Maggie,PERSON,0.85,unknown,
Martin,ORGANIZATION,0.85,unknown,
Mensajes De Texto,PERSON,0.85,unknown,
Mensajes Tan Extraños,PERSON,0.85,unknown,
Mexican,GROUP,0.85,unknown,
Months,DATE,0.85,unknown,
"More Than 15,000",CARDINAL,0.85,unknown,
More Than 80,CARDINAL,0.85,unknown,
Moroccan,GROUP,0.85,unknown,
Nosotros,LOCATION,0.85,unknown,
Nosotros Decíamos,PERSON,0.85,unknown,
Novedad,LOCATION,0.85,unknown,
Números,PERSON,0.85,unknown,
One,CARDINAL,0.85,unknown,
Para Mí La,PERSON,0.85,unknown,
Pegasus al Cisén,PERSON,0.85,unknown,
Pegasus al ejército,PERSON,0.85,unknown,
Pero,PRODUCT,0.85,unknown,
Pero Podemos Seguir,ORGANIZATION,0.85,unknown,
Pleno Al,PERSON,0.85,unknown,
Podemos Verla Nosotros,ORGANIZATION,0.85,unknown,
Pueden estar,PERSON,0.85,unknown,
Puedo,LOCATION,0.85,unknown,
Pues ¿,WORK_OF_ART,0.85,unknown,
Quedas,PERSON,0.85,unknown,
Quisieras,PERSON,0.85,unknown,
Qué,PERSON,0.85,unknown,
Saudis,GROUP,0.85,unknown,
Se tenía que,PERSON,0.85,unknown,
Signal,ORGANIZATION,0.85,unknown,
Sms,ORGANIZATION,0.85,unknown,
Telegram,ORGANIZATION,0.85,unknown,
Tengo un directorio nutrido,PERSON,0.85,unknown,
Tens Of Thousands,CARDINAL,0.85,unknown,
Tenía Cada Una De Las Aplicaciones De Las Que,FACILITY,0.85,unknown,
teníamos el cuadro de la aplicación de WhatsApp,ORGANIZATION,0.85,unknown,
Teníamos La,PERSON,0.85,unknown,
The 12Th,DATE,0.85,unknown,
The Last 10 Years,DATE,0.85,unknown,
The minute,TIME,0.85,unknown,
the United States,LOCATION,0.85,unknown,
Three,CARDINAL,0.85,unknown,
Today,DATE,0.85,unknown,
Tu Teléfono,ORGANIZATION,0.85,unknown,
Turkish,GROUP,0.85,unknown,
Two,CARDINAL,0.85,unknown,
Universo De Más De 50.000 Números,ORGANIZATION,0.85,unknown,
Vas De Espaldas,PERSON,0.85,unknown,
Vigencia Tiene,PERSON,0.85,unknown,
Ya Perdieron El Pudor,PERSON,0.85,unknown,
Ya Podíamos,PERSON,0.85,unknown,
Ya sean,PERSON,0.85,unknown,
Zarzuela de Forbidden Stories,PERSON,0.85,unknown,
¿Hasta,ORGANIZATION,0.85,unknown,
WhatsApp,SOFTWARE,0.8438760638237,unknown,
Steph,PERSON,0.842980581521988,unknown,
Airport,LOCATION,0.8422883550326029,unknown,
Bill Marczak,PERSON,0.8393645316362381,unknown,
Martin,PERSON,0.8205830454826355,unknown,
del presidente de México,LOCATION,0.8200307210286458,unknown,
Citizen Lab,ORGANIZATION,0.8160647869110108,unknown,
We,ORGANIZATION,0.815867069694731,unknown,
2015,DATE,0.8121076107025147,unknown,
United Arab Emirates,LOCATION,0.8115448236465455,unknown,
The Post,ORGANIZATION,0.8082262277603149,unknown,
Androids,PRODUCT,0.8043349385261536,unknown,
COVID crisis,EVENT,0.7959781885147095,unknown,
United States,LOCATION,0.795687289237976,unknown,
Platform,PLATFORM,0.7898324728012085,unknown,
October of 2018,DATE,0.788811931014061,unknown,
Forbidden Films,PERSON,0.7852041155099869,unknown,
Hatice,PERSON,0.7826899886131287,unknown,
Carmen Aristegui,PERSON,0.7825074332101004,unknown,
Person,PERSON,0.781499370932579,unknown,
Military Weapon,WEAPON,0.7728340744972229,unknown,
Phones,PRODUCT,0.7698477300313803,unknown,
Forbidden Stories,ORGANIZATION,0.7693405667940776,unknown,
Your,PERSON,0.767494961348447,unknown,
"About 2006, 2007",DATE,0.7666399995485942,unknown,
June of 2019,DATE,0.7654640340805055,unknown,
Government,ORGANIZATION,0.7603318691253662,unknown,
March,EVENT,0.7560184597969055,unknown,
17 Hours,TIME,0.7547238349914551,unknown,
Program,SOFTWARE,0.748890608549118,unknown,
Gobernador,PERSON,0.7444726824760437,unknown,
Saudi Arabia,LOCATION,0.743339616060257,unknown,
1300,DATE,0.7411710798740387,unknown,
Geolocation,LOCATION,0.7408236265182495,unknown,
Technology,PRODUCT,0.7369970679283142,unknown,
early May of this year,DATE,0.7361592531204224,unknown,
2016,DATE,0.7360990166664124,unknown,
Cocina,LOCATION,0.7338034510612488,unknown,
Dictatorship,ORGANIZATION,0.7321296334266663,unknown,
Forbidden Films,ORGANIZATION,0.7311338186264038,unknown,
Pegasus,WEAPON,0.7264098048210144,unknown,
Saudi regime,ORGANIZATION,0.7234254479408264,unknown,
Aliyev regime,ORGANIZATION,0.719835638999939,unknown,
Software,SOFTWARE,0.7191357016563416,unknown,
State,ORGANIZATION,0.7180033326148987,unknown,
WhatsApp,PRODUCT,0.7161439061164856,unknown,
Pegasus,COMPANY,0.7148458427853055,unknown,
Amazon Prime Video,CHANNEL,0.7138170599937439,unknown,
Equipo Móvil,SOFTWARE,0.7048216164112091,unknown,
Islamic ceremony,EVENT,0.7041447758674622,unknown,
Crown Prince,PERSON,0.7022082805633545,unknown,
Pegasus,TECHNOLOGY,0.7010031342506409,unknown,
World,LOCATION,0.95,unknown,
George Orwell,PERSON,0.95,unknown,
Device,PRODUCT,0.95,unknown,
Global Spyware Scandal,EVENT,0.95,unknown,
Frontline,ORGANIZATION,0.95,unknown,
Journalists,PERSON,0.95,unknown,
Spyware,SOFTWARE,0.95,unknown,
Surveillance,OPERATION,0.95,unknown,
Investigation,EVENT,0.95,unknown,
