name,type,confidence,source,extraction_methods,aliases,is_normalized
Esa Lista,LOCATION,0.85,Unknown,Unknown,,False
Estamos Solos,PERSON,0.85,Unknown,Unknown,,False
Eu L'Air,PERSON,0.85,Unknown,Unknown,,False
Every Day,DATE,0.85,Unknown,Unknown,,False
First,ORDINAL,0.85,Unknown,Unknown,,False
Five,CARDINAL,0.85,Unknown,Unknown,,False
François de Rugy,ORGANIZATION,0.85,Unknown,Unknown,,False
Global Spyware Scandal,FACILITY,0.85,Unknown,Unknown,,False
Idf,ORGANIZATION,0.85,Unknown,Unknown,,False
Il A Il A Fini Par Accepter Et,PERSON,0.85,Unknown,Unknown,,False
Il m'a,PERSON,0.85,Unknown,Unknown,,False
Il n'a,PERSON,0.85,Unknown,Unknown,,False
Il se trouve,PERSON,0.85,Unknown,Unknown,,False
Indian,GROUP,0.85,Unknown,Unknown,,False
iPhone,ORGANIZATION,0.85,Unknown,Unknown,,False
Israeli,GROUP,0.85,Unknown,Unknown,,False
Jamais Accès,PERSON,0.85,Unknown,Unknown,,False
Just Three Weeks,DATE,0.85,Unknown,Unknown,,False
L'A Bien Reçu,PERSON,0.85,Unknown,Unknown,,False
l'Élysée,ORGANIZATION,0.85,Unknown,Unknown,,False
La Lista,FACILITY,0.85,Unknown,Unknown,,False
La Liste,PERSON,0.85,Unknown,Unknown,,False
Las autoridades,LOCATION,0.85,Unknown,Unknown,,False
Latifa,ORGANIZATION,0.85,Unknown,Unknown,,False
Le numéro de téléphone qui est,ORGANIZATION,0.85,Unknown,Unknown,,False
Le Numéro Était,ORGANIZATION,0.85,Unknown,Unknown,,False
Los Tres,LOCATION,0.85,Unknown,Unknown,,False
Lui Ai Annoncé Le Pays,ORGANIZATION,0.85,Unknown,Unknown,,False
Mais C'Est,PERSON,0.85,Unknown,Unknown,,False
Manière De Le,PERSON,0.85,Unknown,Unknown,,False
Mensaje Anticipado De Lo,PERSON,0.85,Unknown,Unknown,,False
mon Dieu,PERSON,0.85,Unknown,Unknown,,False
Monsieur le Président de la République,ORGANIZATION,0.85,Unknown,Unknown,,False
"More than 15,000",CARDINAL,0.85,Unknown,Unknown,,False
Moroccan,GROUP,0.85,Unknown,Unknown,,False
Mostrar El,ORGANIZATION,0.85,Unknown,Unknown,,False
Muy,ORGANIZATION,0.85,Unknown,Unknown,,False
Más Impactadas,PERSON,0.85,Unknown,Unknown,,False
N'Y,GROUP,0.85,Unknown,Unknown,,False
Nada Más Fue Pues,ORGANIZATION,0.85,Unknown,Unknown,,False
Obtuvo De El,PERSON,0.85,Unknown,Unknown,,False
One,CARDINAL,0.85,Unknown,Unknown,,False
Ouais,ORGANIZATION,0.85,Unknown,Unknown,,False
Palestinians,GROUP,0.85,Unknown,Unknown,,False
Pero,PRODUCT,0.85,Unknown,Unknown,,False
Qu'Il,ORGANIZATION,0.85,Unknown,Unknown,,False
Qu'Il Va,PRODUCT,0.85,Unknown,Unknown,,False
Que Ya Había Llegado Prácticamente Casi Muerto Pues,PERSON,0.85,Unknown,Unknown,,False
Qué,PERSON,0.85,Unknown,Unknown,,False
Several Years Ago,DATE,0.85,Unknown,Unknown,,False
Sms,ORGANIZATION,0.85,Unknown,Unknown,,False
That week,DATE,0.85,Unknown,Unknown,,False
The Days,DATE,0.85,Unknown,Unknown,,False
the Dubai Princess,LAW,0.85,Unknown,Unknown,,False
The Next Day,DATE,0.85,Unknown,Unknown,,False
The several hours,TIME,0.85,Unknown,Unknown,,False
Tiene Segura Su Vida,PERSON,0.85,Unknown,Unknown,,False
Toda Aturdida,PERSON,0.85,Unknown,Unknown,,False
Todas,PERSON,0.85,Unknown,Unknown,,False
Two,CARDINAL,0.85,Unknown,Unknown,,False
Uzi,LOCATION,0.85,Unknown,Unknown,,False
Va,LOCATION,0.85,Unknown,Unknown,,False
Vez En Mi Vida,PERSON,0.85,Unknown,Unknown,,False
Villa 96,ORGANIZATION,0.85,Unknown,Unknown,,False
Votre Droit Le,PERSON,0.85,Unknown,Unknown,,False
Ya Al,PERSON,0.85,Unknown,Unknown,,False
Ya como,PERSON,0.85,Unknown,Unknown,,False
Ya De Regreso Después De Estar,PERSON,0.85,Unknown,Unknown,,False
Indian Ocean,LOCATION,0.849,GLiNER,GLiNER,,False
Beach,LOCATION,0.843,GLiNER,GLiNER,,False
NSO Group,ORGANIZATION,0.842,GLiNER,GLiNER,,False
Sheikh Muhammad,PERSON,0.842,GLiNER,GLiNER,,False
México,LOCATION,0.834,GLiNER,GLiNER,,False
Indian special forces,ORGANIZATION,0.832,GLiNER,GLiNER,,False
Mexico,LOCATION,0.825,GLiNER,GLiNER,,False
February 2018,DATE,0.825,GLiNER,GLiNER,,False
European Union,ORGANIZATION,0.82,GLiNER,GLiNER,,False
iPhone,PRODUCT,0.816,GLiNER,GLiNER,,False
Yacht,PRODUCT,0.816,GLiNER,GLiNER,,False
Policía,ORGANIZATION,0.815,GLiNER,GLiNER,,False
Ministre Qui N'Est,PERSON,0.815,GLiNER,GLiNER,,False
Journalists,PERSON,0.814,GLiNER,GLiNER,,False
Someone From Your Family,PERSON,0.814,GLiNER,GLiNER,,False
Tierra Caliente,LOCATION,0.805,GLiNER,GLiNER,,False
8200,ORGANIZATION,0.802,GLiNER,GLiNER,,False
Numéro De Téléphone,PRODUCT,0.789,GLiNER,GLiNER,,False
Phone,TECHNOLOGY,0.782,GLiNER,GLiNER,,False
Pegasus,TECHNOLOGY,0.774,GLiNER,GLiNER,,False
De La Relación Que Había,PERSON,0.77,GLiNER,GLiNER,,False
Hamas,ORGANIZATION,0.764,GLiNER,GLiNER,,False
Forbidden Films,PERSON,0.759,GLiNER,GLiNER,,False
Israel Defense Forces,ORGANIZATION,0.758,GLiNER,GLiNER,,False
Élysée,LOCATION,0.754,GLiNER,GLiNER,,False
Israeli Defense Ministry,ORGANIZATION,0.753,GLiNER,GLiNER,,False
3:00 A.M.,TIME,0.75,GLiNER,GLiNER,,False
Secret Défense,ORGANIZATION,0.741,GLiNER,GLiNER,,False
Estado,LOCATION,0.74,GLiNER,GLiNER,,False
Activists,PERSON,0.735,GLiNER,GLiNER,,False
Jet Skis,PRODUCT,0.728,GLiNER,GLiNER,,False
Person,PERSON,0.727,GLiNER,GLiNER,,False
Sms,PROTOCOL,0.718,GLiNER,GLiNER,,False
Lawyers,PERSON,0.717,GLiNER,GLiNER,,False
World,LOCATION,0.712,GLiNER,GLiNER,,False
We,PERSON,0.701,GLiNER,GLiNER,,False
Pegasus Project,ORGANIZATION,0.701,GLiNER,GLiNER,,False
Technology,TECHNOLOGY,0.95,GLiNER,GLiNER,,False
Forbidden Films,ORGANIZATION,0.95,GLiNER,GLiNER,,False
People,PERSON,0.95,GLiNER,GLiNER,,False
Country,LOCATION,0.95,GLiNER,GLiNER,,False
Frontline,ORGANIZATION,0.95,GLiNER,GLiNER,,False
Global Spyware Scandal,EVENT,0.95,GLiNER,GLiNER,,False
