name,type,confidence,source,timestamp
July 2021,DATE,0.885828721523285,unknown,
Steff,PERSON,0.8856683850288392,unknown,
Paris,LOCATION,0.8852206349372864,unknown,
Martin,PERSON,0.8842609524726868,unknown,
Emirates Airlines,ORGANIZATION,0.8841236114501954,unknown,
Hanan Atar,PERSON,0.8839780708154042,unknown,
Dana Priest,PERSON,0.8831156671047211,unknown,
Pegasus,SOFTWARE,0.881248414516449,unknown,
Washington,LOCATION,0.8780131816864014,unknown,
Money,MONEY,0.8775427341461182,unknown,
Maggie,CHARACTER,0.8755816221237183,unknown,
Amnesty International Security Lab,ORGANIZATION,0.873891282081604,unknown,
Christoph,PERSON,0.8722209215164185,unknown,
Emilio,PERSON,0.8705965201059978,unknown,
UAE airport,LOCATION,0.8703227519989014,unknown,
The NSO Group,ORGANIZATION,0.8683576544125875,unknown,
$1 Billion,MONEY,0.8677261054515839,unknown,
Pulus,PERSON,0.8656664490699768,unknown,
1984,BOOK,0.855600118637085,unknown,
2010,DATE,0.8512906908988953,unknown,
10,CARDINAL,0.85,unknown,
1300,DATE,0.85,unknown,
17,CARDINAL,0.85,unknown,
1984,DATE,0.85,unknown,
40,CARDINAL,0.85,unknown,
6Th,ORDINAL,0.85,unknown,
9Th,ORDINAL,0.85,unknown,
A Big Year,DATE,0.85,unknown,
A Couple Of Weeks Ago,DATE,0.85,unknown,
Abajo Estaban,PERSON,0.85,unknown,
Abajo teníamos el micrófono,PERSON,0.85,unknown,
"About 50,000",CARDINAL,0.85,unknown,
About A Year,DATE,0.85,unknown,
Activists,PRODUCT,0.85,unknown,
Ahora Es,PERSON,0.85,unknown,
Al Canario,PERSON,0.85,unknown,
Al cruzar,PERSON,0.85,unknown,
Al Dispositivo,PERSON,0.85,unknown,
Al Sistema De Inteligencia,PERSON,0.85,unknown,
Al Teléfono,PERSON,0.85,unknown,
Aliyev,GROUP,0.85,unknown,
Aliyevs,PERSON,0.85,unknown,
Android,ORGANIZATION,0.85,unknown,
Androids,PERSON,0.85,unknown,
Aristegui Noticias,PERSON,0.85,unknown,
Azerbaijani,PERSON,0.85,unknown,
Bueno,PERSON,0.85,unknown,
Casa,ORGANIZATION,0.85,unknown,
Como Presidente,LOCATION,0.85,unknown,
Con La Finalidad De Elaborar,ORGANIZATION,0.85,unknown,
Contraignant Mais C'Est,PERSON,0.85,unknown,
Covid,PERSON,0.85,unknown,
Cuando,ORGANIZATION,0.85,unknown,
Dans,GROUP,0.85,unknown,
De acuerdo,ORGANIZATION,0.85,unknown,
De Carácter,PERSON,0.85,unknown,
De Edad,PERSON,0.85,unknown,
de la Ciudad de México,PERSON,0.85,unknown,
De Tu Visa,PERSON,0.85,unknown,
Del Lado Derecho,FACILITY,0.85,unknown,
Digamos,PERSON,0.85,unknown,
Diplomáticos,LOCATION,0.85,unknown,
Durante los años que fui espiada,ORGANIZATION,0.85,unknown,
Dábamos Clic,PERSON,0.85,unknown,
El Conocimiento De Que,ORGANIZATION,0.85,unknown,
El Equipo,ORGANIZATION,0.85,unknown,
El Mensaje,PERSON,0.85,unknown,
El Número,PERSON,0.85,unknown,
El Presidente,LOCATION,0.85,unknown,
El procedimiento,ORGANIZATION,0.85,unknown,
El Software,LOCATION,0.85,unknown,
El Teléfono De Mi,ORGANIZATION,0.85,unknown,
Encinas,LOCATION,0.85,unknown,
Estaban Ahí Políticos,PERSON,0.85,unknown,
Every Day,DATE,0.85,unknown,
First,ORDINAL,0.85,unknown,
Four Days,DATE,0.85,unknown,
Fuera de la vigencia,PERSON,0.85,unknown,
Global Spyware Scandal,ORGANIZATION,0.85,unknown,
Gueule Du Loup Mais,PERSON,0.85,unknown,
Hanan,LOCATION,0.85,unknown,
Hatice,ORGANIZATION,0.85,unknown,
Il faudrait,PERSON,0.85,unknown,
Il va se faire,PERSON,0.85,unknown,
iPhones,ORGANIZATION,0.85,unknown,
Islamic,GROUP,0.85,unknown,
Jamal,LOCATION,0.85,unknown,
Jamal,GROUP,0.85,unknown,
Khashoggi,LOCATION,0.85,unknown,
La Cadena De Televisión,ORGANIZATION,0.85,unknown,
La Cocina,ORGANIZATION,0.85,unknown,
La Geolocalización Y Dependiendo De Lo,PERSON,0.85,unknown,
La Oficina,PERSON,0.85,unknown,
La Productora De Mi,ORGANIZATION,0.85,unknown,
Las Cámaras,LOCATION,0.85,unknown,
Lo Cruzamos,PERSON,0.85,unknown,
Lo que lo que podemos,PERSON,0.85,unknown,
Los Ingresos,LOCATION,0.85,unknown,
Los Números De Mi Directorio,LOCATION,0.85,unknown,
Maggie,PERSON,0.85,unknown,
Mamá,PERSON,0.85,unknown,
Martin,ORGANIZATION,0.85,unknown,
Mensajes De Texto,PERSON,0.85,unknown,
Mensajes Tan Extraños,PERSON,0.85,unknown,
Mexican,GROUP,0.85,unknown,
Months,DATE,0.85,unknown,
"More Than 15,000",CARDINAL,0.85,unknown,
More Than 80,CARDINAL,0.85,unknown,
Moroccan,GROUP,0.85,unknown,
Nosotros,LOCATION,0.85,unknown,
Nosotros Decíamos,PERSON,0.85,unknown,
Novedad,LOCATION,0.85,unknown,
Números,PERSON,0.85,unknown,
One,CARDINAL,0.85,unknown,
Para Mí La,PERSON,0.85,unknown,
Pegasus al CISEN,PERSON,0.85,unknown,
Pegasus al ejército,PERSON,0.85,unknown,
Pero Había Que,PERSON,0.85,unknown,
Pero Podemos Seguir,ORGANIZATION,0.85,unknown,
Pleno Al,PERSON,0.85,unknown,
Pueden estar,PERSON,0.85,unknown,
Puedo,LOCATION,0.85,unknown,
Quedas,PERSON,0.85,unknown,
Quisieras,PERSON,0.85,unknown,
Qué,PERSON,0.85,unknown,
Saudis,GROUP,0.85,unknown,
Se tenía que,PERSON,0.85,unknown,
Signal,ORGANIZATION,0.85,unknown,
Sms,ORGANIZATION,0.85,unknown,
Telegram,ORGANIZATION,0.85,unknown,
Tengo un directorio nutrido,PERSON,0.85,unknown,
Tens Of Thousands,CARDINAL,0.85,unknown,
Tenía Cada Una De Las Aplicaciones De Las Que,FACILITY,0.85,unknown,
teníamos el cuadro de la aplicación de WhatsApp,ORGANIZATION,0.85,unknown,
Teníamos La,PERSON,0.85,unknown,
The 12Th,DATE,0.85,unknown,
The Last 10 Years,DATE,0.85,unknown,
The minute,TIME,0.85,unknown,
the Pegasus Spyware,FACILITY,0.85,unknown,
Three,CARDINAL,0.85,unknown,
Today,DATE,0.85,unknown,
Tu Teléfono,ORGANIZATION,0.85,unknown,
Turkish,GROUP,0.85,unknown,
Two,CARDINAL,0.85,unknown,
"Universo De Más De 50,000 Números",ORGANIZATION,0.85,unknown,
Vas De Espaldas,PERSON,0.85,unknown,
Vigencia Tiene,PERSON,0.85,unknown,
Ya Perdieron El Pudor,PERSON,0.85,unknown,
Ya Podíamos,PERSON,0.85,unknown,
Ya sean,PERSON,0.85,unknown,
¿Pues,WORK_OF_ART,0.85,unknown,
Technology,TECHNOLOGY,0.8448828816413879,unknown,
Bill Marzac,PERSON,0.840377363562584,unknown,
Airport,LOCATION,0.833575963973999,unknown,
Casa Blanca,LOCATION,0.8334054946899414,unknown,
Ciudad de México,LOCATION,0.8241014103094737,unknown,
We,ORGANIZATION,0.821682309403139,unknown,
Cisen,ORGANIZATION,0.8198332786560059,unknown,
2015,DATE,0.8112817883491517,unknown,
Person,PERSON,0.8096082657575607,unknown,
Citizen Lab,ORGANIZATION,0.8092166900634766,unknown,
Pegasus,WEAPON,0.8086461275815964,unknown,
WhatsApp,PRODUCT,0.8049798607826233,unknown,
United Arab Emirates,LOCATION,0.8027869641780854,unknown,
You,PERSON,0.8008874647545092,unknown,
October of 2018,DATE,0.8001725763082504,unknown,
Apple Music,COMPANY,0.7989742934703827,unknown,
Android phones,PRODUCT,0.7984684386423656,unknown,
COVID crisis,EVENT,0.7970011830329895,unknown,
Platform,PLATFORM,0.7969202399253845,unknown,
Program,SOFTWARE,0.7954675257205963,unknown,
Sarah,PERSON,0.7954006373882294,unknown,
Dictatorship,ORGANIZATION,0.7925328016281128,unknown,
Aliyevs,ORGANIZATION,0.7896871566772461,unknown,
June of 2019,DATE,0.7850394749641418,unknown,
Company,COMPANY,0.780099093914032,unknown,
Between 2019 And 2020 2020,DATE,0.7787623137235642,unknown,
Androids,PRODUCT,0.772990345954895,unknown,
Forbidden Films,PERSON,0.7713937342166901,unknown,
Forbidden Stories,ORGANIZATION,0.7700060725212098,unknown,
Forbidden team,ORGANIZATION,0.7584835290908813,unknown,
17 Hours,TIME,0.7515196681022644,unknown,
"About 2006, 2007",DATE,0.7510623852411906,unknown,
Gobernador,PERSON,0.7507255673408508,unknown,
Carmen Aristegui,PERSON,0.7486335297425587,unknown,
Military Weapon,WEAPON,0.7481182098388672,unknown,
Journalists,PERSON,0.7462058067321777,unknown,
Hunger Strike,EVENT,0.7440909743309021,unknown,
2016,DATE,0.7398544470469157,unknown,
Cocina,LOCATION,0.7394525408744812,unknown,
Saudi Arabia,LOCATION,0.7380991458892823,unknown,
State,ORGANIZATION,0.7318541407585144,unknown,
Pegasus Spyware,COMPANY,0.7263202342120084,unknown,
WhatsApp,SOFTWARE,0.7227459251880646,unknown,
Iran,LOCATION,0.721709567308426,unknown,
Television,SHOW,0.7196181416511536,unknown,
Consulate,LOCATION,0.7187754809856415,unknown,
Islamic ceremony,EVENT,0.7165228128433228,unknown,
Ejército,ORGANIZATION,0.7161970734596252,unknown,
Amigo,PERSON,0.7158492207527161,unknown,
Signal,PRODUCT,0.7146508097648621,unknown,
Forbidden Films,ORGANIZATION,0.7088994383811951,unknown,
Spy,PERSON,0.7073711156845093,unknown,
Companies,ORGANIZATION,0.7041813135147095,unknown,
Geolocation,LOCATION,0.7028549909591675,unknown,
early May of this year,DATE,0.7010199308395386,unknown,
George Orwell,PERSON,0.7007580486210909,unknown,
Technology,PRODUCT,0.95,unknown,
World,LOCATION,0.95,unknown,
Software,SOFTWARE,0.95,unknown,
Pegasus,TECHNOLOGY,0.95,unknown,
Activists,ORGANIZATION,0.95,unknown,
Global Spyware Scandal,EVENT,0.95,unknown,
Frontline,ORGANIZATION,0.95,unknown,
Surveillance,OPERATION,0.95,unknown,
Spyware,SOFTWARE,0.95,unknown,
Investigation,EVENT,0.95,unknown,
