name,type,confidence,source,timestamp
Teléfono,PRODUCT,0.7490758001804352,unknown,
Cocina,LOCATION,0.7485565543174744,unknown,
Elephant and Castle,LOCATION,0.7479343414306641,unknown,
Gobernador,PERSON,0.7461366057395935,unknown,
"About 2006, 2007",DATE,0.745769472916921,unknown,
Hunger Strike,EVENT,0.7331294417381287,unknown,
early May of this year,DATE,0.7285688996315003,unknown,
Amigo,PERSON,0.7262521982192993,unknown,
Es mi hermana,PERSON,0.7236077626546223,unknown,
2016,DATE,0.7203447937965394,unknown,
WhatsApp,SOFTWARE,0.7192932367324829,unknown,
Pbs,ORGANIZATION,0.7144864201545715,unknown,
Companies,ORGANIZATION,0.7127525806427002,unknown,
Military Weapon,WEAPON,0.712249755859375,unknown,
Saudi regime,ORGANIZATION,0.7117550373077393,unknown,
Person,PERSON,0.7082456201314926,unknown,
State,ORGANIZATION,0.7076336145401001,unknown,
Oficina,LOCATION,0.7044593691825867,unknown,
Device,PRODUCT,0.7004739046096802,unknown,
Governments,ORGANIZATION,0.7001085162162781,unknown,
Software,SOFTWARE,0.95,unknown,
Civilians,PERSON,0.95,unknown,
Investigation,EVENT,0.95,unknown,
Technologies,TECHNOLOGY,0.95,unknown,
Activists,PERSON,0.95,unknown,
Phone,PRODUCT,0.95,unknown,
Tools,TECHNOLOGY,0.95,unknown,
